order_id,customer_id,restaurant_id,order_time,delivery_time,status,rating,order_value,food_item
OD10033,CUST2973,REST_08,2026-05-13 18:15:17,26.0,Delivered,5.0,140,Gulab Jamun (4 pcs)
OD10034,CUST3107,REST_02,2026-05-19 12:26:26,46.0,Delivered,2.0,150,Idli Vada Combo
OD10035,CUST3197,REST_01,2026-05-06 20:54:57,58.0,Delivered,1.0,330,Kadhai Paneer with Roti
OD10036,CUST2450,REST_05,2026-05-18 20:46:10,44.0,Delivered,3.0,470,Farmhouse Veg Pizza
OD10037,CUST3358,REST_01,2026-05-02 07:24:20,46.0,Delivered,3.0,380,Butter Chicken & Naan
OD10038,CUST2517,REST_02,2026-05-08 13:04:49,,Cancelled,,150,Onion Uttapam
OD10039,CUST2507,REST_04,2026-05-18 11:13:29,19.0,Delivered,5.0,250,Veg Hakka Noodles
OD10040,CUST3472,REST_02,2026-05-26 13:43:58,42.0,Delivered,2.0,320,Idli Vada Combo
OD10041,CUST2498,REST_02,2026-05-15 20:22:34,47.0,Delivered,3.0,320,Rava Kesari & Dosa Combo
OD10042,CUST2217,REST_07,2026-05-10 12:33:41,49.0,Delivered,2.0,340,High-Protein Chicken Salad
OD10043,CUST2661,REST_04,2026-05-11 19:42:24,50.0,Delivered,3.0,270,Veg Hakka Noodles
OD10044,CUST2698,REST_05,2026-05-13 22:05:15,43.0,Delivered,2.0,190,Garlic Bread with Cheese
OD10045,CUST2918,REST_01,2026-05-06 20:23:30,59.0,Delivered,1.0,400,Butter Chicken & Naan
OD10046,CUST2628,REST_05,2026-05-20 19:48:44,38.0,Delivered,4.0,390,Chicken Alfredo Pasta
OD10047,CUST3223,REST_05,2026-05-02 13:45:34,31.0,Delivered,5.0,800,Margherita Pizza 10-inch
OD10048,CUST2211,REST_01,2026-05-02 22:16:55,50.0,Delivered,2.0,360,Kadhai Paneer with Roti
OD10049,CUST2110,REST_03,2026-05-04 11:48:26,32.0,Delivered,3.0,940,Mutton Biryani
OD10050,CUST3206,REST_07,2026-05-20 10:48:13,35.0,Delivered,5.0,310,High-Protein Chicken Salad
OD10051,CUST2154,REST_03,2026-05-04 13:18:44,46.0,Delivered,2.0,380,Chicken Dum Biryani
OD10052,CUST3208,REST_04,2026-05-26 13:09:04,39.0,Delivered,3.0,310,Chilli Chicken Gravy
OD10053,CUST2900,REST_02,2026-05-13 19:28:05,43.0,Delivered,4.0,180,Onion Uttapam
OD10054,CUST3381,REST_10,2026-05-21 20:30:33,38.0,Delivered,3.0,1120,Butter Chicken Combo Meal
OD10055,CUST2963,REST_06,2026-05-07 15:31:18,26.0,Delivered,5.0,210,Chicken Nuggets (9 pcs)
OD10056,CUST2663,REST_02,2026-05-14 17:03:12,35.0,Delivered,4.0,280,Onion Uttapam
OD10057,CUST2417,REST_05,2026-05-19 18:01:40,23.0,Delivered,5.0,190,Garlic Bread with Cheese
OD10058,CUST2191,REST_04,2026-05-01 18:45:18,55.0,Delivered,3.0,240,Veg Hakka Noodles
OD10059,CUST2297,REST_07,2026-05-05 20:54:26,40.0,Delivered,5.0,670,Quinoa Avocado Salad
OD10060,CUST3188,REST_08,2026-05-14 20:24:29,53.0,Delivered,3.0,200,Red Velvet Pastry
OD10061,CUST2090,REST_06,2026-05-18 20:41:09,57.0,Delivered,1.0,240,Chicken Nuggets (9 pcs)
OD10062,CUST2902,REST_02,2026-05-10 21:09:04,50.0,Delivered,1.0,240,Filter Coffee & Upma
OD10063,CUST3093,REST_07,2026-04-28 19:15:40,37.0,Delivered,5.0,340,High-Protein Chicken Salad
OD10064,CUST3442,REST_02,2026-04-28 14:03:18,40.0,Delivered,4.0,170,Onion Uttapam
OD10065,CUST2369,REST_03,2026-05-04 18:37:09,35.0,Delivered,5.0,500,Mutton Biryani
OD10066,CUST2953,REST_05,2026-05-15 13:27:44,62.0,Delivered,1.0,200,Garlic Bread with Cheese
OD10067,CUST2486,REST_07,2026-05-06 06:53:42,,Cancelled,,220,Fresh Fruit Bowl
OD10068,CUST3160,REST_01,2026-05-04 19:22:14,64.0,Delivered,1.0,350,Kadhai Paneer with Roti
OD10069,CUST2281,REST_02,2026-05-08 20:05:58,46.0,Delivered,2.0,170,Masala Dosa with Sambar
OD10070,CUST3088,REST_09,2026-05-12 22:18:47,45.0,Delivered,1.0,380,Hot Chocolate
OD10071,CUST3484,REST_07,2026-05-14 11:23:43,24.0,Delivered,4.0,230,Fresh Fruit Bowl
OD10072,CUST3383,REST_04,2026-05-04 19:40:52,41.0,Delivered,4.0,320,Chilli Chicken Gravy
OD10073,CUST2624,REST_08,2026-05-08 20:47:44,56.0,Delivered,1.0,170,Chocolate Lava Cake
OD10074,CUST2836,REST_05,2026-05-04 21:06:43,54.0,Delivered,3.0,410,Margherita Pizza 10-inch
OD10075,CUST2932,REST_02,2026-05-07 13:08:50,54.0,Delivered,2.0,120,Idli Vada Combo
OD10076,CUST2673,REST_03,2026-05-14 13:11:07,,Cancelled,,390,Chicken Tikka Biryani
OD10077,CUST2734,REST_04,2026-05-01 20:33:07,47.0,Delivered,3.0,190,Veg Spring Rolls (6 pcs)
OD10078,CUST2089,REST_09,2026-05-12 21:27:43,49.0,Delivered,4.0,190,Hot Chocolate
OD10079,CUST2304,REST_02,2026-05-16 18:29:32,41.0,Delivered,2.0,140,Idli Vada Combo
OD10080,CUST3477,REST_04,2026-05-23 17:26:46,31.0,Delivered,4.0,310,Chilli Chicken Gravy
OD10081,CUST3407,REST_08,2026-04-30 20:23:51,48.0,Delivered,2.0,160,Chocolate Lava Cake
OD10082,CUST2251,REST_07,2026-05-20 07:18:38,15.0,Delivered,5.0,630,High-Protein Chicken Salad
OD10083,CUST2988,REST_04,2026-05-05 19:51:27,41.0,Delivered,3.0,260,Veg Hakka Noodles
OD10084,CUST2696,REST_06,2026-05-09 08:47:40,32.0,Delivered,4.0,270,Classic Cheese Burger & Fries
OD10085,CUST2758,REST_05,2026-05-01 12:39:03,50.0,Delivered,3.0,330,Veg Arrabiata Penne Pasta
OD10086,CUST3050,REST_02,2026-05-15 18:42:19,24.0,Delivered,5.0,190,Rava Kesari & Dosa Combo
OD10087,CUST2282,REST_05,2026-05-10 12:24:34,56.0,Delivered,1.0,330,Veg Arrabiata Penne Pasta
OD10088,CUST2039,REST_08,2026-05-19 19:18:07,44.0,Delivered,2.0,330,Chocolate Lava Cake
OD10089,CUST2742,REST_02,2026-05-09 18:25:55,24.0,Delivered,5.0,290,Onion Uttapam
OD10090,CUST3297,REST_02,2026-05-23 19:09:15,42.0,Delivered,2.0,150,Filter Coffee & Upma
OD10091,CUST2155,REST_03,2026-05-25 19:40:39,44.0,Delivered,3.0,310,Egg Biryani
OD10092,CUST2621,REST_05,2026-05-11 07:23:53,28.0,Delivered,3.0,170,Garlic Bread with Cheese
OD10093,CUST3217,REST_09,2026-05-22 19:12:20,39.0,Delivered,3.0,210,Paneer Tikka Sandwich
OD10094,CUST3463,REST_02,2026-05-11 23:33:33,31.0,Delivered,4.0,130,Filter Coffee & Upma
OD10095,CUST3391,REST_10,2026-04-30 19:24:18,66.0,Delivered,1.0,350,Chicken Seekh Kebab
OD10096,CUST2683,REST_02,2026-05-17 20:25:08,59.0,Delivered,1.0,150,Filter Coffee & Upma
OD10097,CUST3404,REST_09,2026-04-27 14:11:13,42.0,Delivered,4.0,260,Club Sandwich
OD10098,CUST2606,REST_02,2026-05-25 20:08:38,41.0,Delivered,2.0,130,Filter Coffee & Upma
OD10099,CUST3477,REST_08,2026-05-16 13:47:50,,Cancelled,,170,Chocolate Lava Cake
OD10100,CUST2490,REST_05,2026-05-15 23:29:49,47.0,Delivered,2.0,870,Farmhouse Veg Pizza
OD10101,CUST2284,REST_05,2026-04-30 20:33:54,33.0,Delivered,3.0,420,Margherita Pizza 10-inch
OD10102,CUST2896,REST_02,2026-05-10 07:32:23,33.0,Delivered,5.0,240,Idli Vada Combo
OD10103,CUST3464,REST_06,2026-05-12 20:08:48,46.0,Delivered,4.0,250,Crispy Chicken Burger
OD10104,CUST2307,REST_09,2026-05-04 13:03:15,48.0,Delivered,2.0,170,Classic Cold Coffee
OD10105,CUST3223,REST_09,2026-05-06 16:39:22,29.0,Delivered,4.0,240,Club Sandwich
OD10106,CUST2739,REST_02,2026-05-12 07:24:23,15.0,Delivered,5.0,130,Filter Coffee & Upma
OD10107,CUST3346,REST_02,2026-05-08 19:52:41,56.0,Delivered,1.0,150,Filter Coffee & Upma
OD10108,CUST3467,REST_08,2026-05-25 07:59:19,25.0,Delivered,4.0,160,Chocolate Lava Cake
OD10109,CUST2586,REST_06,2026-05-22 14:56:25,40.0,Delivered,4.0,520,Classic Cheese Burger & Fries
OD10110,CUST2547,REST_02,2026-05-07 10:20:42,20.0,Delivered,5.0,160,Onion Uttapam
OD10111,CUST2910,REST_06,2026-05-10 13:50:03,51.0,Delivered,2.0,230,Chicken Nuggets (9 pcs)
OD10112,CUST2064,REST_03,2026-04-29 13:41:23,41.0,Delivered,2.0,410,Chicken Tikka Biryani
OD10113,CUST2762,REST_08,2026-05-17 13:07:01,43.0,Delivered,3.0,180,Chocolate Lava Cake
OD10114,CUST2440,REST_10,2026-05-01 21:28:11,57.0,Delivered,1.0,380,Malai Kofta & Lachha Paratha
OD10115,CUST3111,REST_05,2026-05-13 13:12:50,44.0,Delivered,2.0,650,Veg Arrabiata Penne Pasta
OD10116,CUST2958,REST_09,2026-05-09 23:46:30,28.0,Delivered,5.0,180,Iced Latte
OD10117,CUST2922,REST_08,2026-05-01 16:58:55,28.0,Delivered,5.0,160,Kulfi Falooda
OD10118,CUST2462,REST_06,2026-05-17 22:17:08,38.0,Delivered,4.0,460,Loaded Nachos
OD10119,CUST3350,REST_10,2026-04-27 08:41:49,21.0,Delivered,5.0,380,Butter Chicken Combo Meal
OD10120,CUST2063,REST_08,2026-05-22 21:25:19,43.0,Delivered,3.0,170,Kulfi Falooda
OD10121,CUST2697,REST_10,2026-05-24 14:25:08,52.0,Delivered,4.0,320,Paneer Tikka
OD10122,CUST2508,REST_03,2026-05-10 13:55:57,50.0,Delivered,3.0,380,Chicken Dum Biryani
OD10123,CUST2957,REST_08,2026-05-13 17:15:13,19.0,Delivered,5.0,120,Gulab Jamun (4 pcs)
OD10124,CUST3378,REST_08,2026-05-25 13:23:48,33.0,Delivered,4.0,120,Gulab Jamun (4 pcs)
OD10125,CUST3134,REST_05,2026-05-05 21:39:43,37.0,Delivered,2.0,430,Margherita Pizza 10-inch
OD10126,CUST2749,REST_03,2026-04-28 07:45:21,22.0,Delivered,4.0,500,Mutton Biryani
OD10127,CUST2672,REST_10,2026-05-13 21:34:31,38.0,Delivered,4.0,370,Malai Kofta & Lachha Paratha
OD10128,CUST3196,REST_05,2026-05-22 22:37:36,,Cancelled,,420,Margherita Pizza 10-inch
OD10129,CUST3196,REST_08,2026-05-18 13:36:44,33.0,Delivered,5.0,200,Red Velvet Pastry
OD10130,CUST2418,REST_07,2026-05-20 20:45:08,58.0,Delivered,1.0,230,Fresh Fruit Bowl
OD10131,CUST2942,REST_09,2026-05-03 22:17:35,38.0,Delivered,4.0,210,Hot Chocolate
OD10132,CUST2715,REST_09,2026-05-09 21:49:51,36.0,Delivered,4.0,220,Hot Chocolate
OD10133,CUST2982,REST_04,2026-05-19 13:06:39,36.0,Delivered,5.0,620,Chicken Fried Rice & Manchurian
OD10134,CUST2677,REST_08,2026-05-14 22:10:26,45.0,Delivered,3.0,170,Chocolate Lava Cake
OD10135,CUST3323,REST_01,2026-05-20 21:02:58,54.0,Delivered,4.0,380,Butter Chicken & Naan
OD10136,CUST3015,REST_03,2026-05-16 10:21:18,43.0,Delivered,4.0,580,Veg Hyderabadi Biryani
OD10137,CUST2959,REST_05,2026-05-11 19:45:11,36.0,Delivered,4.0,760,Chicken Alfredo Pasta
OD10138,CUST3252,REST_07,2026-04-30 12:08:30,35.0,Delivered,4.0,250,Greek Salad
OD10139,CUST2676,REST_05,2026-05-08 20:03:42,46.0,Delivered,1.0,170,Garlic Bread with Cheese
OD10140,CUST2637,REST_02,2026-05-01 18:29:47,53.0,Delivered,2.0,180,Rava Kesari & Dosa Combo
OD10141,CUST2507,REST_10,2026-05-15 10:53:35,39.0,Delivered,3.0,350,Chicken Seekh Kebab
OD10142,CUST2239,REST_04,2026-05-11 11:26:29,22.0,Delivered,5.0,210,Veg Spring Rolls (6 pcs)
OD10143,CUST2811,REST_05,2026-05-08 20:34:03,44.0,Delivered,4.0,400,Margherita Pizza 10-inch
OD10144,CUST3494,REST_07,2026-05-26 21:24:05,47.0,Delivered,1.0,920,High-Protein Chicken Salad
OD10145,CUST3084,REST_03,2026-05-11 20:34:27,,Cancelled,,920,Mutton Biryani
OD10146,CUST2944,REST_06,2026-05-18 16:49:59,18.0,Delivered,5.0,230,Crispy Chicken Burger
OD10147,CUST3225,REST_01,2026-05-14 12:55:49,35.0,Delivered,3.0,370,Paneer Butter Masala Meal
OD10148,CUST2654,REST_10,2026-05-25 11:42:33,26.0,Delivered,4.0,400,Butter Chicken Combo Meal
OD10149,CUST2359,REST_07,2026-05-18 14:33:20,33.0,Delivered,4.0,220,Fresh Fruit Bowl
OD10150,CUST2494,REST_04,2026-05-26 07:26:26,18.0,Delivered,5.0,490,Schezwan Noodles
OD10151,CUST2922,REST_06,2026-05-09 20:38:02,59.0,Delivered,1.0,270,Classic Cheese Burger & Fries
OD10152,CUST2621,REST_01,2026-05-21 18:15:44,25.0,Delivered,4.0,660,Paneer Butter Masala Meal
OD10153,CUST2955,REST_09,2026-05-12 17:51:46,28.0,Delivered,5.0,210,Hot Chocolate
OD10154,CUST2848,REST_01,2026-05-14 22:37:46,36.0,Delivered,4.0,650,Kadhai Paneer with Roti
OD10155,CUST3023,REST_09,2026-05-17 20:29:10,,Cancelled,,220,Hot Chocolate
OD10156,CUST3476,REST_09,2026-05-23 21:52:42,43.0,Delivered,3.0,210,Paneer Tikka Sandwich
OD10157,CUST2310,REST_01,2026-05-17 20:39:58,37.0,Delivered,4.0,360,Paneer Butter Masala Meal
OD10158,CUST3085,REST_05,2026-05-19 20:51:58,37.0,Delivered,5.0,470,Garlic Bread with Cheese
OD10159,CUST2517,REST_06,2026-05-09 17:15:44,40.0,Delivered,3.0,200,Spicy Paneer Wrap
OD10160,CUST2192,REST_07,2026-04-27 20:05:31,50.0,Delivered,1.0,280,Greek Salad
OD10161,CUST3082,REST_01,2026-05-26 08:59:17,28.0,Delivered,2.0,370,Paneer Butter Masala Meal
OD10162,CUST2296,REST_07,2026-05-24 15:57:34,48.0,Delivered,2.0,270,Caesar Salad
OD10163,CUST3026,REST_06,2026-05-07 19:39:38,36.0,Delivered,4.0,270,Classic Cheese Burger & Fries
OD10164,CUST3005,REST_04,2026-05-18 19:24:05,37.0,Delivered,5.0,280,Schezwan Noodles
OD10165,CUST3299,REST_03,2026-05-06 17:48:17,17.0,Delivered,5.0,280,Egg Biryani
OD10166,CUST3050,REST_07,2026-05-16 19:20:55,58.0,Delivered,1.0,280,Caesar Salad
OD10167,CUST2498,REST_10,2026-05-05 13:31:09,36.0,Delivered,4.0,410,Butter Chicken Combo Meal
OD10168,CUST2740,REST_05,2026-05-03 17:08:19,34.0,Delivered,5.0,410,Chicken Alfredo Pasta
OD10169,CUST2882,REST_10,2026-05-02 22:20:18,50.0,Delivered,2.0,310,Paneer Tikka
OD10170,CUST2748,REST_02,2026-05-14 06:46:29,37.0,Delivered,4.0,140,Filter Coffee & Upma
OD10171,CUST3379,REST_08,2026-05-01 20:50:24,57.0,Delivered,1.0,180,Red Velvet Pastry
OD10172,CUST2857,REST_09,2026-05-22 19:40:58,55.0,Delivered,2.0,250,Club Sandwich
OD10173,CUST3322,REST_07,2026-04-30 13:32:47,47.0,Delivered,2.0,920,High-Protein Chicken Salad
OD10174,CUST3025,REST_03,2026-05-10 21:05:07,53.0,Delivered,2.0,890,Veg Hyderabadi Biryani
OD10175,CUST2976,REST_02,2026-05-06 07:45:07,25.0,Delivered,3.0,180,Onion Uttapam
OD10176,CUST2500,REST_09,2026-05-11 13:25:40,40.0,Delivered,4.0,200,Iced Latte
OD10177,CUST2921,REST_10,2026-05-21 20:50:04,37.0,Delivered,4.0,210,Tandoori Roti Combo
OD10178,CUST3374,REST_08,2026-05-16 15:07:22,44.0,Delivered,2.0,430,Kulfi Falooda
OD10179,CUST3259,REST_10,2026-05-06 11:23:44,22.0,Delivered,5.0,350,Chicken Seekh Kebab
OD10180,CUST2867,REST_03,2026-05-12 13:11:20,38.0,Delivered,4.0,290,Egg Biryani
OD10181,CUST2787,REST_09,2026-05-10 20:28:31,44.0,Delivered,3.0,200,Classic Cold Coffee
OD10182,CUST2592,REST_03,2026-04-30 19:17:49,58.0,Delivered,1.0,310,Egg Biryani
OD10183,CUST2871,REST_02,2026-05-08 21:05:28,58.0,Delivered,1.0,120,Idli Vada Combo
OD10184,CUST3456,REST_10,2026-05-23 12:03:36,74.0,Delivered,1.0,210,Tandoori Roti Combo
OD10185,CUST2548,REST_09,2026-05-05 21:08:44,40.0,Delivered,4.0,260,Club Sandwich
OD10186,CUST2805,REST_08,2026-05-09 17:40:50,33.0,Delivered,3.0,190,Red Velvet Pastry
OD10187,CUST3000,REST_06,2026-05-11 19:44:22,61.0,Delivered,1.0,240,Loaded Nachos
OD10188,CUST2550,REST_06,2026-05-12 20:57:43,43.0,Delivered,3.0,210,Spicy Paneer Wrap
OD10189,CUST2324,REST_08,2026-05-19 21:56:41,41.0,Delivered,3.0,230,Sizzling Brownie
OD10190,CUST2762,REST_03,2026-05-21 13:41:05,36.0,Delivered,4.0,370,Chicken Dum Biryani
OD10191,CUST3393,REST_08,2026-05-24 16:08:30,33.0,Delivered,5.0,180,Chocolate Lava Cake
OD10192,CUST2753,REST_05,2026-05-18 11:33:36,25.0,Delivered,4.0,390,Chicken Alfredo Pasta
OD10193,CUST3287,REST_03,2026-04-29 21:08:48,48.0,Delivered,3.0,310,Egg Biryani
OD10194,CUST2508,REST_05,2026-05-19 06:54:42,21.0,Delivered,5.0,420,Margherita Pizza 10-inch
OD10195,CUST2606,REST_01,2026-05-17 19:33:56,48.0,Delivered,2.0,340,Paneer Butter Masala Meal
OD10196,CUST3119,REST_03,2026-04-29 05:13:02,23.0,Delivered,5.0,800,Egg Biryani
OD10197,CUST2868,REST_07,2026-05-06 08:58:13,21.0,Delivered,5.0,270,Caesar Salad
OD10198,CUST3395,REST_02,2026-04-29 22:07:29,52.0,Delivered,4.0,180,Rava Kesari & Dosa Combo
OD10199,CUST2282,REST_01,2026-05-22 21:16:10,66.0,Delivered,2.0,360,Paneer Butter Masala Meal
OD10200,CUST2558,REST_09,2026-05-13 14:31:54,35.0,Delivered,3.0,230,Club Sandwich
OD10201,CUST3481,REST_02,2026-05-24 05:02:30,41.0,Delivered,1.0,120,Idli Vada Combo
OD10202,CUST3463,REST_07,2026-05-07 13:04:36,40.0,Delivered,3.0,370,Quinoa Avocado Salad
OD10203,CUST2822,REST_02,2026-05-14 17:23:12,25.0,Delivered,4.0,300,Onion Uttapam
OD10204,CUST2755,REST_10,2026-05-14 20:15:09,30.0,Delivered,4.0,570,Tandoori Roti Combo
OD10205,CUST2020,REST_06,2026-05-20 13:13:33,70.0,Delivered,2.0,290,Classic Cheese Burger & Fries
OD10206,CUST2191,REST_01,2026-05-08 17:47:05,28.0,Delivered,4.0,690,Paneer Butter Masala Meal
OD10207,CUST3357,REST_03,2026-05-09 20:47:20,62.0,Delivered,2.0,490,Mutton Biryani
OD10208,CUST2224,REST_03,2026-04-30 19:49:13,43.0,Delivered,4.0,380,Chicken Dum Biryani
OD10209,CUST2624,REST_10,2026-05-19 13:22:25,36.0,Delivered,5.0,350,Chicken Seekh Kebab
OD10210,CUST2927,REST_09,2026-05-22 11:00:03,37.0,Delivered,4.0,200,Classic Cold Coffee
OD10211,CUST2173,REST_10,2026-04-29 12:41:28,43.0,Delivered,1.0,380,Butter Chicken Combo Meal
OD10212,CUST2345,REST_10,2026-05-09 20:11:22,77.0,Delivered,2.0,410,Tandoori Roti Combo
OD10213,CUST3264,REST_04,2026-05-05 14:26:12,77.0,Delivered,1.0,280,Schezwan Noodles
OD10214,CUST2983,REST_09,2026-05-02 06:38:14,27.0,Delivered,4.0,230,Paneer Tikka Sandwich
OD10215,CUST3197,REST_04,2026-05-23 20:47:03,85.0,Delivered,1.0,320,Chicken Fried Rice & Manchurian
OD10216,CUST2361,REST_04,2026-04-27 20:22:36,38.0,Delivered,5.0,200,Veg Spring Rolls (6 pcs)
OD10217,CUST2185,REST_01,2026-04-27 14:39:12,48.0,Delivered,2.0,340,Paneer Butter Masala Meal
OD10218,CUST2122,REST_01,2026-05-24 18:23:04,44.0,Delivered,3.0,350,Paneer Butter Masala Meal
OD10219,CUST2280,REST_03,2026-05-02 20:35:44,66.0,Delivered,1.0,310,Egg Biryani
OD10220,CUST2261,REST_03,2026-05-21 22:02:11,52.0,Delivered,1.0,710,Chicken Dum Biryani
OD10221,CUST2679,REST_02,2026-05-25 22:52:45,40.0,Delivered,4.0,140,Idli Vada Combo
OD10222,CUST2526,REST_02,2026-05-02 21:31:56,57.0,Delivered,1.0,170,Masala Dosa with Sambar
OD10223,CUST3334,REST_04,2026-05-07 13:06:04,46.0,Delivered,2.0,310,Chicken Fried Rice & Manchurian
OD10224,CUST2693,REST_10,2026-05-17 12:56:27,57.0,Delivered,1.0,740,Butter Chicken Combo Meal
OD10225,CUST3479,REST_09,2026-04-28 15:35:53,15.0,Delivered,5.0,210,Hot Chocolate
OD10226,CUST3356,REST_10,2026-05-17 13:05:30,56.0,Delivered,1.0,200,Tandoori Roti Combo
OD10227,CUST3315,REST_09,2026-05-11 07:28:29,26.0,Delivered,5.0,240,Paneer Tikka Sandwich
OD10228,CUST3367,REST_02,2026-05-15 13:03:53,,Cancelled,,170,Masala Dosa with Sambar
OD10229,CUST3097,REST_08,2026-05-09 21:45:02,64.0,Delivered,2.0,310,Kulfi Falooda
OD10230,CUST2395,REST_03,2026-05-23 19:53:38,40.0,Delivered,4.0,380,Chicken Dum Biryani
OD10231,CUST2566,REST_09,2026-05-16 19:50:26,49.0,Delivered,2.0,400,Paneer Tikka Sandwich
OD10232,CUST2586,REST_09,2026-05-12 19:30:02,36.0,Delivered,4.0,380,Hot Chocolate
OD10233,CUST2080,REST_07,2026-05-26 13:23:01,46.0,Delivered,1.0,310,High-Protein Chicken Salad
OD10234,CUST2202,REST_04,2026-05-07 13:26:38,47.0,Delivered,3.0,340,Chicken Fried Rice & Manchurian
OD10235,CUST3058,REST_06,2026-05-19 18:08:49,23.0,Delivered,5.0,270,Classic Cheese Burger & Fries
OD10236,CUST2511,REST_01,2026-05-05 14:29:32,27.0,Delivered,4.0,420,Tandoori Chicken Half
OD10237,CUST2364,REST_08,2026-05-25 13:53:44,31.0,Delivered,3.0,170,Kulfi Falooda
OD10238,CUST2454,REST_04,2026-05-24 20:49:43,44.0,Delivered,4.0,340,Chicken Fried Rice & Manchurian
OD10239,CUST3246,REST_05,2026-05-11 13:29:19,27.0,Delivered,4.0,360,Veg Arrabiata Penne Pasta
OD10240,CUST3150,REST_10,2026-05-07 23:40:20,28.0,Delivered,3.0,380,Butter Chicken Combo Meal
OD10241,CUST2386,REST_03,2026-05-22 21:25:42,76.0,Delivered,1.0,380,Chicken Tikka Biryani
OD10242,CUST2829,REST_07,2026-05-19 12:34:40,37.0,Delivered,3.0,270,Caesar Salad
OD10243,CUST2371,REST_05,2026-05-14 20:11:43,40.0,Delivered,4.0,420,Margherita Pizza 10-inch
OD10244,CUST2862,REST_06,2026-04-30 18:55:40,19.0,Delivered,4.0,220,Spicy Paneer Wrap
OD10245,CUST3086,REST_05,2026-05-03 14:36:57,34.0,Delivered,4.0,450,Farmhouse Veg Pizza
OD10246,CUST2642,REST_01,2026-05-02 19:10:31,56.0,Delivered,1.0,380,Butter Chicken & Naan
OD10247,CUST2010,REST_01,2026-05-25 14:53:33,,Cancelled,,350,Kadhai Paneer with Roti
